id,class
358,2
359,6
360,6
361,6
362,6
363,4
364,9
365,2
366,7
367,9
368,7
369,3
370,4
371,2
372,1
373,2
374,6
375,1
376,5
377,1
378,5
379,1
380,7
381,9
382,3
383,9
384,8
385,7
386,1
387,2
388,8
389,9
390,6
391,5
392,1
393,3
394,7
395,3
396,1
397,5
398,4
399,0
400,8
401,4
402,2
403,4
404,5
405,5
406,2
407,3
408,1
409,2
410,4
411,7
412,3
413,1
414,4
415,3
416,4
417,3
418,4
419,6
420,3
421,8
422,1
423,1
424,6
425,7
426,7
427,6
428,4
429,6
430,2
431,9
432,7
433,2
434,9
435,1
436,5
437,2
438,6
439,4
440,8
441,4
442,0
443,1
444,9
445,3
446,2
447,6
448,0
449,9
450,7
451,3
452,8
453,0
454,3
455,5
456,0
457,8
458,7
459,2
460,6
461,5
462,3
463,4
464,5
465,3
466,4
467,6
468,2
469,7
470,0
471,9
472,0
473,3
474,1
475,6
476,4
477,9
478,3
479,6
480,6
481,8
482,7
483,4
484,6
485,4
486,3
487,7
488,2
489,9
490,5
491,0
492,3
493,2
494,0
495,2
496,9
497,0
498,1
499,1
500,1
501,3
502,0
503,7
504,4
505,8
506,2
507,5
508,6
509,2
510,4
511,7
512,8
513,3
514,2
515,2
516,5
517,4
518,4
519,2
520,5
521,0
522,6
523,0
524,6
525,8
526,2
527,9
528,8
529,2
530,0
531,5
532,2
533,9
534,9
535,7
536,1
537,0
538,1
539,0
540,6
541,4
542,1
543,1
544,6
545,8
546,1
547,1
548,6
549,6
550,3
551,6
552,9
553,9
554,8
555,8
556,4
557,4
558,5
559,8
560,4
561,7
562,6
563,7
564,0
565,5
566,4
567,2
568,1
569,8
570,5
571,1
572,0
573,9
574,8
575,3
576,0
577,7
578,3
579,9
580,8
581,0
582,5
583,0
584,1
585,9
586,4
587,1
588,2
589,4
590,5
591,3
592,4
593,1
594,6
595,5
596,3
597,9
598,9
599,6
600,4
601,8
602,2
603,3
604,0
605,3
606,0
607,0
608,9
609,0
610,2
611,3
612,7
613,8
614,3
615,8
616,8
617,9
618,0
619,9
620,8
621,0
622,9
623,5
624,4
625,8
626,5
627,2
628,1
629,4
630,1
631,2
632,1
633,3
634,5
635,3
636,9
637,9
638,8
639,5
640,2
641,3
642,4
643,4
644,3
645,4
646,1
647,1
648,7
649,9
650,6
651,3
652,4
653,8
654,1
655,7
656,3
657,2
658,1
659,3
660,9
661,0
662,7
663,5
664,1
665,7
666,9
667,5
668,0
669,9
670,7
671,8
672,9
673,9
674,7
675,7
676,8
677,6
678,5
679,0
680,8
681,6
682,2
683,6
684,5
685,1
686,7
687,2
688,0
689,7
690,8
691,8
692,8
693,7
694,0
695,8
696,4
697,4
698,4
699,2
700,2
701,8
702,8
703,4
704,0
705,0
706,7
707,9
708,9
709,4
710,3
711,3
712,1
713,6
714,9
715,1
716,1
717,3
718,0
719,5
720,3
721,6
722,5
723,9
724,9
725,9
726,9
727,9
728,4
729,4
730,8
731,0
732,2
733,2
734,1
735,5
736,0
737,2
738,3
739,4
740,4
741,8
742,5
743,7
744,7
745,7
746,8
747,2
748,0
749,4
750,7
751,3
752,0
753,5
754,2
755,5
756,1
757,9
758,7
759,7
760,3
761,7
762,7
763,8
764,5
765,6
766,2
767,2
768,5
769,2
770,6
771,2
772,0
773,1
774,9
775,0
776,7
777,4
778,9
779,8
780,4
781,3
782,6
783,1
784,9
785,1
786,7
787,5
788,2
789,4
790,1
791,0
792,6
793,0
794,1
795,7
796,2
797,1
798,8
799,3
800,8
801,4
802,2
803,6
804,9
805,6
806,4
807,3
808,2
809,0
810,5
811,8
812,7
813,4
814,7
815,3
816,7
817,0
818,5
819,9
820,8
821,7
822,8
823,5
824,6
825,5
826,0
827,3
828,0
829,6
830,4
831,0
832,7
833,8
834,3
835,1
836,0
837,3
838,6
839,7
840,8
841,3
842,2
843,0
844,8
845,0
846,5
847,0
848,7
849,4
850,7
851,0
852,8
853,5
854,5
855,6
856,4
857,8
858,5
859,3
860,4
861,6
862,6
863,3
864,8
865,0
866,2
867,7
868,5
869,0
870,9
871,6
872,2
873,6
874,1
875,0
876,9
877,5
878,8
879,2
880,9
881,5
882,4
883,1
884,6
885,9
886,3
887,5
888,5
889,8
890,1
891,8
892,4
893,3
894,9
895,8
896,1
897,8
898,8
899,0
900,9
901,4
902,4
903,3
904,1
905,4
906,1
907,5
908,1
909,8
910,5
911,7
912,7
913,3
914,6
915,8
916,9
917,5
918,6
919,3
920,8
921,3
922,2
923,7
924,8
925,4
926,4
927,5
928,7
929,6
930,5
931,5
932,3
933,0
934,4
935,8
936,0
937,6
938,1
939,1
940,7
941,8
942,9
943,1
944,0
945,1
946,0
947,3
948,3
949,5
950,3
951,1
952,7
953,2
954,9
955,1
956,7
957,4
958,7
959,5
960,1
961,0
962,2
963,4
964,3
965,1
966,0
967,1
968,0
969,5
970,2
971,3
972,8
973,4
974,0
975,3
976,4
977,6
978,2
979,6
980,4
981,1
982,4
983,0
984,4
985,8
986,1
987,7
988,1
989,1
990,1
991,3
992,8
993,1
994,5
995,6
996,5
997,9
998,7
999,5
1000,1
1001,5
1002,6
1003,0
1004,9
1005,1
1006,1
1007,5
1008,6
1009,0
1010,1
1011,8
1012,4
1013,1
1014,8
1015,3
1016,7
1017,6
1018,3
1019,9
1020,6
1021,5
1022,2
1023,4
1024,9
1025,2
1026,0
1027,9
1028,6
1029,4
1030,8
1031,9
1032,6
1033,9
1034,2
1035,9
1036,9
1037,8
1038,6
1039,6
1040,5
1041,9
1042,0
1043,9
1044,3
1045,3
1046,3
1047,4
1048,1
1049,8
1050,9
1051,6
1052,2
1053,6
1054,3
1055,4
1056,2
1057,7
1058,5
1059,0
1060,4
1061,6
1062,6
1063,0
1064,7
1065,4
1066,5
1067,6
1068,1
1069,9
1070,0
1071,6
1072,7
1073,1
1074,1
1075,1
1076,7
1077,3
1078,5
1079,7
1080,9
1081,8
1082,0
1083,9
1084,7
1085,0
1086,9
1087,5
1088,0
1089,3
1090,6
1091,3
1092,3
1093,3
1094,6
1095,6
1096,0
1097,7
1098,0
1099,2
1100,8
1101,8
1102,0
1103,8
1104,1
1105,6
1106,1
1107,0
1108,2
1109,1
1110,2
1111,5
1112,4
1113,5
1114,3
1115,8
1116,1
1117,8
1118,3
1119,3
1120,8
1121,0
1122,3
1123,3
1124,5
1125,6
1126,1
1127,0
1128,9
1129,4
1130,4
1131,5
1132,7
1133,2
1134,0
1135,6
1136,1
1137,4
1138,7
1139,5
1140,9
1141,9
1142,2
1143,7
1144,6
1145,8
1146,4
1147,5
1148,9
1149,5
1150,9
1151,6
1152,4
1153,3
1154,9
1155,8
1156,5
1157,9
1158,6
1159,5
1160,1
1161,1
1162,8
1163,7
1164,1
1165,1
1166,6
1167,4
1168,3
1169,3
1170,9
1171,4
1172,0
1173,6
1174,5
1175,3
1176,5
1177,6
1178,3
1179,6
1180,9
1181,1
1182,1
1183,7
1184,0
1185,9
1186,9
1187,1
1188,3
1189,8
1190,8
1191,8
1192,2
1193,4
1194,2
1195,0
1196,7
1197,5
1198,8
1199,6
1200,3
1201,1
1202,9
1203,4
1204,8
1205,0
1206,3
1207,4
1208,0
1209,4
1210,0
1211,6
1212,6
1213,7
1214,6
1215,3
1216,3
1217,0
1218,4
1219,1
1220,8
1221,8
1222,5
1223,3
1224,0
1225,6
1226,5
1227,7
1228,0
1229,8
1230,3
1231,6
1232,4
1233,0
1234,2
1235,2
1236,2
1237,8
1238,8
1239,7
1240,1
1241,1
1242,5
1243,3
1244,3
1245,5
1246,5
1247,7
1248,5
1249,4
1250,6
1251,7
1252,7
1253,7
1254,1
1255,7
1256,4
1257,1
1258,4
1259,3
1260,6
1261,9
1262,2
1263,1
1264,2
1265,3
1266,8
1267,7
1268,5
1269,5
1270,4
1271,5
1272,3
1273,7
1274,8
1275,7
1276,7
1277,8
1278,8
1279,5
1280,9
1281,6
1282,8
1283,6
1284,5
1285,1
1286,1
1287,1
1288,7
1289,3
1290,4
1291,0
1292,3
1293,1
1294,3
1295,9
1296,0
1297,6
1298,3
1299,0
1300,8
1301,6
1302,8
1303,0
1304,3
1305,6
1306,0
1307,2
1308,7
1309,8
1310,6
1311,3
1312,8
1313,2
1314,5
1315,5
1316,0
1317,0
1318,0
1319,6
1320,5
1321,1
1322,9
1323,2
1324,0
1325,8
1326,1
1327,6
1328,9
1329,8
1330,5
1331,0
1332,8
1333,2
1334,8
1335,4
1336,5
1337,9
1338,2
1339,6
1340,6
1341,2
1342,9
1343,9
1344,2
1345,8
1346,8
1347,5
1348,1
1349,8
1350,3
1351,2
1352,5
1353,8
1354,9
1355,1
1356,2
1357,8
1358,9
1359,0
1360,0
1361,3
1362,1
1363,7
1364,5
1365,3
1366,9
1367,5
1368,0
1369,3
1370,9
1371,2
1372,7
1373,1
1374,9
1375,3
1376,6
1377,2
1378,3
1379,6
1380,8
1381,3
1382,4
1383,5
1384,8
1385,0
1386,3
1387,8
1388,7
1389,0
1390,8
1391,1
1392,0
1393,4
1394,5
1395,7
1396,0
1397,9
1398,5
1399,7
1400,8
1401,9
1402,3
1403,9
1404,8
1405,1
1406,5
1407,8
1408,4
1409,6
1410,2
1411,8
1412,5
1413,5
1414,8
1415,6
1416,1
1417,3
1418,3
1419,5
1420,5
1421,4
1422,5
1423,0
1424,2
1425,3
1426,3
1427,6
1428,0
1429,1
1430,8
1431,7
1432,3
1433,6
1434,5
1435,7
1436,8
1437,9
1438,7
1439,3
1440,3
1441,2
1442,0
1443,0
1444,6
1445,7
1446,4
1447,2
1448,9
1449,9
1450,2
1451,1
1452,7
1453,0
1454,6
1455,8
1456,9
1457,3
1458,5
1459,4
1460,0
1461,5
1462,7
1463,1
1464,5
1465,6
1466,5
1467,1
1468,7
1469,4
1470,6
1471,3
1472,3
1473,4
1474,2
1475,6
1476,2
1477,0
1478,9
1479,8
1480,9
1481,4
1482,9
1483,5
1484,7
1485,5
1486,2
1487,9
1488,4
1489,8
1490,9
1491,3
1492,9
1493,1
1494,6
1495,3
1496,6
1497,3
1498,1
1499,4
1500,1
1501,3
1502,3
1503,8
1504,5
1505,4
1506,2
1507,0
1508,0
1509,5
1510,4
1511,2
1512,0
1513,9
1514,7
1515,5
1516,1
1517,9
1518,6
1519,1
1520,9
1521,1
1522,3
1523,5
1524,8
1525,3
1526,5
1527,4
1528,6
1529,5
1530,7
1531,6
1532,9
1533,3
1534,9
1535,5
1536,7
1537,8
1538,2
1539,6
1540,1
1541,4
1542,9
1543,2
1544,4
1545,4
1546,4
1547,2
1548,3
1549,8
1550,9
1551,3
1552,3
1553,6
1554,4
1555,7
1556,4
1557,2
1558,7
1559,2
1560,4
1561,9
1562,3
1563,5
1564,1
1565,0
1566,3
1567,0
1568,3
1569,4
1570,3
1571,4
1572,4
1573,3
1574,7
1575,1
1576,3
1577,5
1578,8
1579,3
1580,2
1581,7
1582,1
1583,0
1584,4
1585,7
1586,6
1587,5
1588,7
1589,9
1590,2
1591,2
1592,2
1593,9
1594,0
1595,9
1596,6
1597,4
1598,4
1599,4
1600,2
1601,0
1602,1
1603,9
1604,3
1605,7
1606,2
1607,3
1608,5
1609,4
1610,3
1611,4
1612,6
1613,4
1614,7
1615,5
1616,1
1617,5
1618,2
1619,7
1620,9
1621,7
1622,8
1623,6
1624,5
1625,1
1626,3
1627,8
1628,9
1629,7
1630,8
1631,4
1632,2
1633,6
1634,0
1635,0
1636,2
1637,3
1638,2
1639,2
1640,5
1641,5
1642,9
1643,7
1644,9
1645,6
1646,4
1647,9
1648,7
1649,0
1650,2
1651,0
1652,0
1653,4
1654,1
1655,1
1656,2
1657,3
1658,5
1659,2
1660,2
1661,7
1662,5
1663,7
1664,8
1665,6
1666,2
1667,2
1668,9
1669,1
1670,5
1671,0
1672,4
1673,3
1674,7
1675,7
1676,5
1677,3
1678,3
1679,1
1680,5
1681,9
1682,1
1683,1
1684,8
1685,1
1686,8
1687,0
1688,3
1689,7
1690,3
1691,4
1692,1
1693,3
1694,2
1695,6
1696,0
1697,6
1698,5
1699,7
1700,9
1701,4
1702,4
1703,0
1704,4
1705,5
1706,2
1707,4
1708,8
1709,7
1710,0
1711,9
1712,0
1713,4
1714,8
1715,6
1716,5
1717,0
1718,0
1719,0
1720,9
1721,6
1722,4
1723,9
1724,7
1725,7
1726,5
1727,3
1728,8
1729,7
1730,0
1731,0
1732,3
1733,2
1734,6
1735,3
1736,8
1737,7
1738,8
1739,5
1740,7
1741,8
1742,0
1743,8
1744,5
1745,7
1746,2
1747,1
1748,0
1749,7
1750,1
1751,0
1752,9
1753,1
1754,4
1755,1
1756,1
1757,4
1758,6
1759,5
1760,5
1761,6
1762,2
1763,7
1764,2
1765,8
1766,3
1767,3
1768,7
1769,1
1770,3
1771,4
1772,2
1773,7
1774,8
1775,8
1776,1
1777,5
1778,9
1779,1
1780,6
1781,3
1782,2
1783,0
1784,0
1785,5
1786,9
1787,9
1788,5
1789,9
1790,2
1791,4
1792,5
1793,3
1794,5
1795,6
1796,7
1797,5
1798,7
1799,0
1800,9
1801,8
1802,7
1803,3
1804,9
1805,3
1806,0
1807,0
1808,0
1809,8
1810,3
1811,3
1812,5
1813,4
1814,4
1815,3
1816,0
1817,0
1818,1
1819,4
1820,8
1821,7
1822,1
1823,6
1824,3
1825,6
1826,3
1827,8
1828,2
1829,2
1830,5
1831,6
1832,4
1833,8
1834,9
1835,2
1836,2
1837,1
1838,5
1839,5
1840,6
1841,5
1842,5
1843,4
1844,6
1845,6
1846,0
1847,2
1848,7
1849,5
1850,3
1851,7
1852,9
1853,3
1854,4
1855,8
1856,9
1857,7
1858,3
1859,4
1860,6
1861,7
1862,9
1863,2
1864,1
1865,3
1866,8
1867,6
1868,8
1869,8
1870,3
1871,8
1872,4
1873,2
1874,3
1875,5
1876,6
1877,8
1878,7
1879,1
1880,2
1881,5
1882,1
1883,6
1884,5
1885,1
1886,3
1887,6
1888,8
1889,3
1890,2
1891,3
1892,3
1893,1
1894,4
1895,7
1896,4
1897,5
1898,6
1899,1
1900,3
1901,5
1902,2
1903,7
1904,7
1905,4
1906,8
1907,9
1908,4
1909,8
1910,3
1911,1
1912,0
1913,3
1914,7
1915,2
1916,2
1917,5
1918,0
1919,4
1920,4
1921,4
1922,5
1923,7
1924,9
1925,8
1926,3
1927,8
1928,4
1929,9
1930,8
1931,1
1932,6
1933,7
1934,7
1935,3
1936,6
1937,6
1938,7
1939,7
1940,8
1941,9
1942,2
1943,3
1944,4
1945,3
1946,0
1947,9
1948,0
1949,0
1950,3
1951,1
1952,3
1953,6
1954,5
1955,3
1956,4
1957,4
1958,8
1959,1
1960,9
1961,0
1962,6
1963,1
1964,4
1965,8
1966,0
1967,8
1968,7
1969,2
1970,3
1971,6
1972,5
1973,4
1974,6
1975,4
1976,1
1977,1
1978,2
1979,6
1980,0
1981,5
1982,5
1983,7
1984,8
1985,2
1986,4
1987,2
1988,9
1989,1
1990,7
1991,3
1992,7
1993,7
1994,2
1995,7
1996,6
1997,5
1998,2
1999,2
2000,9
2001,4
2002,4
2003,7
2004,7
2005,1
2006,1
2007,5
2008,3
2009,7
2010,6
2011,5
2012,0
2013,1
2014,7
2015,6
2016,5
2017,6
2018,8
2019,5
2020,6
2021,0
2022,2
2023,6
2024,5
2025,2
2026,1
2027,9
2028,0
2029,6
2030,1
2031,2
2032,5
2033,0
2034,3
2035,6
2036,2
2037,7
2038,4
2039,6
2040,2
2041,6
2042,0
2043,4
2044,4
2045,4
2046,9
2047,2
2048,7
2049,8
2050,8
2051,8
2052,3
2053,5
2054,9
2055,0
2056,9
2057,3
2058,1
2059,6
2060,6
2061,0
2062,6
2063,0
2064,9
2065,0
2066,2
2067,3
2068,7
2069,6
2070,8
2071,6
2072,7
2073,0
2074,9
2075,8
2076,4
2077,4
2078,7
2079,8
2080,5
2081,1
2082,8
2083,1
2084,0
2085,6
2086,9
2087,0
2088,8
2089,0
2090,9
2091,7
2092,7
2093,9
2094,1
2095,4
2096,7
2097,8
2098,5
2099,3
2100,6
2101,1
2102,5
2103,8
2104,1
2105,5
2106,6
2107,2
2108,3
2109,3
2110,4
2111,1
2112,0
2113,3
2114,6
2115,0
2116,6
2117,6
2118,0
2119,2
2120,8
2121,2
2122,6
2123,0
2124,6
2125,7
2126,5
2127,7
2128,4
2129,2
2130,8
2131,8
2132,2
2133,5
2134,5
2135,1
2136,5
2137,0
2138,2
2139,0
2140,5
2141,3
2142,3
2143,6
2144,1
2145,2
2146,4
2147,2
2148,4
2149,6
2150,5
2151,7
2152,7
2153,4
2154,4
2155,4
2156,0
2157,9
2158,1
2159,1
2160,7
2161,8
2162,5
2163,5
2164,6
2165,9
2166,4
2167,9
2168,3
2169,3
2170,6
2171,1
2172,3
2173,6
2174,0
2175,8
2176,2
2177,2
2178,8
2179,1
2180,4
2181,2
2182,4
2183,9
2184,0
2185,6
2186,8
2187,4
2188,9
2189,7
2190,2
2191,8
2192,8
2193,9
2194,6
2195,4
2196,6
2197,2
2198,1
2199,4
2200,7
2201,1
2202,8
2203,1
2204,2
2205,9
2206,1
2207,7
2208,1
2209,3
2210,6
2211,7
2212,4
2213,9
2214,3
2215,0
2216,3
2217,1
2218,4
2219,2
2220,8
2221,7
2222,7
2223,7
2224,7
2225,8
2226,4
2227,6
2228,7
2229,0
2230,6
2231,7
2232,6
2233,2
2234,6
2235,7
2236,6
2237,8
2238,6
2239,7
2240,4
2241,2
2242,3
2243,9
2244,8
2245,2
2246,0
2247,5
2248,0
2249,9
2250,5
2251,8
2252,3
2253,1
2254,2
2255,5
2256,9
2257,8
2258,7
2259,8
2260,2
2261,0
2262,1
2263,0
2264,3
2265,2
2266,2
2267,6
2268,1
2269,7
2270,9
2271,1
2272,8
2273,7
2274,8
2275,9
2276,4
2277,5
2278,3
2279,1
2280,2
2281,2
2282,2
2283,3
2284,5
2285,7
2286,5
2287,4
2288,3
2289,3
2290,6
2291,1
2292,1
2293,7
2294,1
2295,8
2296,3
2297,5
2298,3
2299,6
2300,9
2301,6
2302,2
2303,9
2304,1
2305,6
2306,9
2307,1
2308,3
2309,6
2310,0
2311,3
2312,4
2313,2
2314,6
2315,1
2316,7
2317,3
2318,1
2319,2
2320,1
2321,5
2322,0
2323,3
2324,8
2325,0
2326,9
2327,6
2328,6
2329,2
2330,8
2331,1
2332,6
2333,5
2334,8
2335,2
2336,2
2337,5
2338,2
2339,9
2340,8
2341,2
2342,6
2343,4
2344,1
2345,3
2346,7
2347,3
2348,2
2349,4
2350,2
2351,9
2352,8
2353,8
2354,3
2355,9
2356,5
2357,6
2358,5
2359,9
2360,6
2361,4
2362,8
2363,1
2364,1
2365,3
2366,9
2367,3
2368,9
2369,7
2370,4
2371,6
2372,6
2373,1
2374,5
2375,9
2376,6
2377,1
2378,3
2379,3
2380,2
2381,4
2382,3
2383,2
2384,7
2385,4
2386,7
2387,9
2388,6
2389,1
2390,9
2391,0
2392,1
2393,4
2394,0
2395,3
2396,3
2397,6
2398,8
2399,2
2400,0
2401,6
2402,0
2403,0
2404,0
2405,7
2406,5
2407,3
2408,1
2409,7
2410,2
2411,2
2412,9
2413,6
2414,6
2415,2
2416,8
2417,6
2418,1
2419,1
2420,0
2421,1
2422,8
2423,4
2424,8
2425,6
2426,8
2427,9
2428,1
2429,9
2430,3
2431,9
2432,4
2433,7
2434,2
2435,9
2436,6
2437,0
2438,1
2439,1
2440,8
2441,4
2442,5
2443,1
2444,0
2445,8
2446,6
2447,4
2448,7
2449,2
2450,5
2451,0
2452,5
2453,6
2454,5
2455,8
2456,3
2457,8
2458,6
2459,3
2460,8
2461,7
2462,9
2463,0
2464,9
2465,2
2466,6
2467,0
2468,1
2469,6
2470,0
2471,7
2472,5
2473,6
2474,0
2475,6
2476,0
2477,0
2478,3
2479,0
2480,1
2481,8
2482,7
2483,4
2484,0
2485,4
2486,3
2487,0
2488,4
2489,7
2490,2
2491,8
2492,3
2493,2
2494,0
2495,7
2496,4
2497,7
2498,1
2499,8
2500,6
2501,3
2502,6
2503,4
2504,9
2505,4
2506,0
2507,3
2508,2
2509,7
2510,3
2511,5
2512,2
2513,6
2514,5
2515,8
2516,6
2517,3
2518,8
2519,6
2520,3
2521,1
2522,1
2523,0
2524,3
2525,0
2526,6
2527,1
2528,0
2529,9
2530,2
2531,4
2532,2
2533,5
2534,8
2535,0
2536,7
2537,7
2538,2
2539,1
2540,2
2541,6
2542,5
2543,6
2544,4
2545,0
2546,2
2547,5
2548,8
2549,5
2550,9
2551,4
2552,5
2553,1
2554,9
2555,2
2556,2
2557,4
2558,2
2559,9
2560,9
2561,5
2562,4
2563,3
2564,9
2565,7
2566,1
2567,8
2568,9
2569,8
2570,7
2571,4
2572,9
2573,1
2574,7
2575,7
2576,9
2577,0
2578,2
2579,9
2580,2
2581,1
2582,1
2583,1
2584,8
2585,5
2586,9
2587,3
2588,5
2589,0
2590,2
2591,6
2592,2
2593,5
2594,9
2595,7
2596,1
2597,7
2598,7
2599,2
2600,7
2601,9
2602,7
2603,3
2604,2
2605,0
2606,5
2607,4
2608,7
2609,3
2610,3
2611,4
2612,9
2613,8
2614,7
2615,7
2616,5
2617,3
2618,7
2619,2
2620,7
2621,0
2622,8
2623,8
2624,3
2625,9
2626,6
2627,9
2628,3
2629,5
2630,2
2631,1
2632,9
2633,7
2634,4
2635,1
2636,6
2637,8
2638,9
2639,0
2640,8
2641,3
2642,8
2643,8
2644,8
2645,0
2646,8
2647,0
2648,9
2649,3
2650,7
2651,0
2652,0
2653,9
2654,3
2655,5
2656,9
2657,9
2658,8
2659,5
2660,2
2661,9
2662,6
2663,4
2664,5
2665,9
2666,5
2667,3
2668,6
2669,9
2670,8
2671,7
2672,1
2673,9
2674,7
2675,0
2676,9
2677,8
2678,4
2679,2
2680,3
2681,8
2682,5
2683,6
2684,0
2685,9
2686,6
2687,0
2688,5
2689,2
2690,8
2691,2
2692,5
2693,2
2694,7
2695,7
2696,9
2697,7
2698,6
2699,2
2700,3
2701,3
2702,6
2703,0
2704,1
2705,6
2706,4
2707,9
2708,3
2709,5
2710,2
2711,9
2712,2
2713,0
2714,7
2715,7
2716,9
2717,4
2718,8
2719,7
2720,9
2721,6
2722,1
2723,6
2724,7
2725,7
2726,9
2727,5
2728,7
2729,6
2730,6
2731,8
2732,4
2733,8
2734,8
2735,6
2736,7
2737,2
2738,1
2739,3
2740,9
2741,3
2742,8
2743,1
2744,7
2745,5
2746,0
2747,8
2748,8
2749,5
2750,2
2751,5
2752,4
2753,5
2754,8
2755,3
2756,7
2757,2
2758,7
2759,7
2760,8
2761,7
2762,5
2763,4
2764,1
2765,8
2766,0
2767,2
2768,4
2769,5
2770,4
2771,7
2772,7
2773,8
2774,8
2775,3
2776,9
2777,7
2778,2
2779,2
2780,8
2781,9
2782,7
2783,6
2784,0
2785,4
2786,8
2787,5
2788,4
2789,2
2790,4
2791,9
2792,2
2793,0
2794,5
2795,1
2796,1
2797,7
2798,8
2799,5
2800,7
2801,6
2802,4
2803,6
2804,6
2805,0
2806,6
2807,8
2808,6
2809,6
2810,4
2811,7
2812,2
2813,1
2814,4
2815,2
2816,4
2817,8
2818,4
2819,2
2820,2
2821,4
2822,7
2823,9
2824,2
2825,0
2826,5
2827,6
2828,9
2829,7
2830,0
2831,5
2832,3
2833,1
2834,9
2835,6
2836,8
2837,0
2838,1
2839,0
2840,2
2841,3
2842,4
2843,4
2844,8
2845,4
2846,7
2847,2
2848,1
2849,3
2850,4
2851,8
2852,1
2853,5
2854,3
2855,7
2856,4
2857,0
2858,1
2859,7
2860,0
2861,8
2862,8
2863,3
2864,7
2865,7
2866,7
2867,0
2868,5
2869,6
2870,8
2871,6
2872,1
2873,7
2874,1
2875,3
2876,3
2877,6
2878,4
2879,2
2880,5
2881,0
2882,2
2883,7
2884,9
2885,1
2886,9
2887,5
2888,6
2889,1
2890,0
2891,0
2892,2
2893,9
2894,7
2895,2
2896,9
2897,5
2898,4
2899,7
2900,3
2901,3
2902,9
2903,1
2904,5
2905,4
2906,4
2907,9
2908,4
2909,1
2910,3
2911,0
2912,8
2913,7
2914,3
2915,9
2916,2
2917,7
2918,0
2919,5
2920,1
2921,7
2922,5
2923,8
2924,1
2925,6
2926,7
2927,7
2928,3
2929,8
2930,2
2931,5
2932,5
2933,2
2934,7
2935,2
2936,8
2937,5
2938,8
2939,4
2940,7
2941,2
2942,0
2943,9
2944,9
2945,4
2946,1
2947,8
2948,7
2949,1
2950,1
2951,3
2952,4
2953,0
2954,8
2955,1
2956,8
2957,4
2958,9
2959,2
2960,7
2961,4
2962,6
2963,2
2964,5
2965,2
2966,9
2967,5
2968,7
2969,4
2970,4
2971,2
2972,2
2973,4
2974,7
2975,2
2976,6
2977,1
2978,5
2979,2
2980,9
2981,1
2982,7
2983,3
2984,2
2985,5
2986,0
2987,7
2988,6
2989,1
2990,5
2991,9
2992,5
2993,4
2994,3
2995,3
2996,4
2997,9
