id,class
721,8
722,7
723,6
724,5
725,9
726,7
727,3
728,9
729,4
730,1
731,7
732,0
733,6
734,1
735,4
736,5
737,0
738,9
739,4
740,6
741,2
742,6
743,7
744,0
745,3
746,8
747,2
748,3
749,1
750,0
751,0
752,3
753,7
754,0
755,4
756,9
757,1
758,2
759,5
760,1
761,5
762,8
763,8
764,9
765,3
766,8
767,2
768,7
769,3
770,4
771,6
772,1
773,9
774,5
775,4
776,4
777,9
778,5
779,9
780,5
781,9
782,8
783,2
784,9
785,1
786,2
787,0
788,6
789,8
790,1
791,8
792,3
793,0
794,6
795,8
796,0
797,4
798,3
799,4
800,2
801,9
802,2
803,2
804,6
805,0
806,6
807,8
808,2
809,2
810,7
811,2
812,6
813,4
814,4
815,9
816,4
817,8
818,2
819,8
820,8
821,9
822,2
823,4
824,4
825,6
826,7
827,1
828,0
829,1
830,5
831,2
832,1
833,8
834,2
835,9
836,9
837,9
838,2
839,9
840,6
841,2
842,5
843,3
844,8
845,9
846,4
847,7
848,7
849,2
850,3
851,7
852,6
853,1
854,9
855,6
856,0
857,2
858,0
859,8
860,9
861,5
862,5
863,2
864,1
865,2
866,9
867,7
868,0
869,7
870,5
871,8
872,5
873,3
874,8
875,9
876,5
877,8
878,5
879,9
880,3
881,9
882,1
883,8
884,4
885,7
886,9
887,5
888,3
889,5
890,3
891,0
892,2
893,6
894,3
895,4
896,5
897,2
898,5
899,2
900,6
901,0
902,6
903,6
904,8
905,5
906,9
907,9
908,4
909,1
910,1
911,3
912,9
913,2
914,0
915,4
916,1
917,4
918,0
919,9
920,5
921,7
922,1
923,4
924,3
925,8
926,4
927,2
928,3
929,3
930,6
931,5
932,5
933,4
934,3
935,7
936,9
937,2
938,3
939,0
940,9
941,9
942,0
943,6
944,9
945,4
946,4
947,1
948,9
949,0
950,3
951,9
952,6
953,7
954,9
955,7
956,1
957,2
958,9
959,9
960,5
961,6
962,2
963,9
964,0
965,3
966,4
967,2
968,1
969,0
970,6
971,0
972,1
973,9
974,9
975,2
976,8
977,0
978,4
979,8
980,5
981,2
982,7
983,7
984,4
985,8
986,7
987,4
988,8
989,1
990,1
991,2
992,4
993,3
994,3
995,8
996,7
997,8
998,0
999,7
1000,3
1001,3
1002,4
1003,3
1004,0
1005,1
1006,9
1007,8
1008,4
1009,8
1010,2
1011,2
1012,1
1013,8
1014,3
1015,6
1016,2
1017,7
1018,2
1019,9
1020,0
1021,6
1022,2
1023,1
1024,2
1025,5
1026,9
1027,8
1028,4
1029,1
1030,8
1031,7
1032,8
1033,1
1034,3
1035,8
1036,8
1037,8
1038,5
1039,5
1040,3
1041,2
1042,8
1043,4
1044,7
1045,5
1046,4
1047,8
1048,0
1049,0
1050,6
1051,3
1052,0
1053,9
1054,3
1055,4
1056,4
1057,7
1058,2
1059,0
1060,0
1061,7
1062,5
1063,1
1064,6
1065,3
1066,8
1067,2
1068,0
1069,6
1070,7
1071,9
1072,5
1073,8
1074,9
1075,1
1076,5
1077,9
1078,3
1079,8
1080,3
1081,8
1082,4
1083,4
1084,6
1085,9
1086,4
1087,2
1088,7
1089,7
1090,7
1091,5
1092,8
1093,9
1094,0
1095,3
1096,6
1097,5
1098,0
1099,2
1100,5
1101,7
1102,0
1103,1
1104,9
1105,3
1106,2
1107,9
1108,7
1109,1
1110,8
1111,5
1112,9
1113,3
1114,6
1115,7
1116,4
1117,7
1118,5
1119,7
1120,8
1121,6
1122,3
1123,0
1124,2
1125,1
1126,4
1127,2
1128,4
1129,2
1130,8
1131,5
1132,1
1133,0
1134,5
1135,2
1136,3
1137,2
1138,6
1139,3
1140,8
1141,7
1142,1
1143,7
1144,4
1145,9
1146,5
1147,7
1148,6
1149,8
1150,5
1151,9
1152,1
1153,8
1154,4
1155,2
1156,3
1157,2
1158,2
1159,7
1160,4
1161,2
1162,8
1163,3
1164,5
1165,9
1166,5
1167,8
1168,7
1169,2
1170,5
1171,3
1172,3
1173,0
1174,4
1175,3
1176,0
1177,7
1178,0
1179,1
1180,8
1181,5
1182,4
1183,0
1184,1
1185,9
1186,3
1187,9
1188,5
1189,8
1190,3
1191,1
1192,6
1193,9
1194,5
1195,5
1196,9
1197,3
1198,9
1199,0
1200,4
1201,1
1202,5
1203,9
1204,5
1205,3
1206,2
1207,8
1208,4
1209,3
1210,6
1211,2
1212,2
1213,3
1214,6
1215,1
1216,9
1217,5
1218,5
1219,3
1220,8
1221,2
1222,4
1223,5
1224,1
1225,0
1226,7
1227,0
1228,2
1229,9
1230,0
1231,3
1232,1
1233,8
1234,4
1235,3
1236,0
1237,9
1238,1
1239,0
1240,6
1241,9
1242,2
1243,2
1244,3
1245,4
1246,1
1247,0
1248,7
1249,7
1250,7
1251,8
1252,1
1253,1
1254,4
1255,5
1256,2
1257,9
1258,1
1259,2
1260,1
1261,5
1262,6
1263,3
1264,6
1265,5
1266,1
1267,6
1268,1
1269,6
1270,7
1271,8
1272,7
1273,7
1274,2
1275,1
1276,3
1277,9
1278,9
1279,3
1280,0
1281,2
1282,7
1283,1
1284,2
1285,0
1286,2
1287,0
1288,7
1289,6
1290,0
1291,1
1292,8
1293,6
1294,7
1295,1
1296,2
1297,1
1298,3
1299,8
1300,4
1301,3
1302,3
1303,1
1304,4
1305,0
1306,7
1307,5
1308,8
1309,6
1310,6
1311,1
1312,8
1313,2
1314,2
1315,6
1316,1
1317,3
1318,5
1319,0
1320,4
1321,2
1322,0
1323,9
1324,3
1325,4
1326,3
1327,4
1328,2
1329,0
1330,9
1331,1
1332,5
1333,8
1334,3
1335,5
1336,6
1337,4
1338,1
1339,9
1340,4
1341,6
1342,4
1343,9
1344,6
1345,1
1346,6
1347,3
1348,1
1349,4
1350,2
1351,1
1352,8
1353,5
1354,1
1355,1
1356,7
1357,2
1358,0
1359,6
1360,6
1361,5
1362,7
1363,1
1364,4
1365,2
1366,9
1367,6
1368,9
1369,4
1370,5
1371,7
1372,3
1373,1
1374,3
1375,5
1376,4
1377,0
1378,8
1379,2
1380,5
1381,0
1382,3
1383,1
1384,8
1385,0
1386,9
1387,5
1388,8
1389,2
1390,0
1391,9
1392,2
1393,8
1394,9
1395,4
1396,3
1397,2
1398,2
1399,7
1400,0
1401,9
1402,6
1403,5
1404,1
1405,8
1406,4
1407,8
1408,4
1409,6
1410,6
1411,5
1412,7
1413,6
1414,1
1415,9
1416,5
1417,9
1418,2
1419,6
1420,3
1421,7
1422,2
1423,4
1424,2
1425,1
1426,4
1427,5
1428,2
1429,2
1430,4
1431,1
1432,8
1433,1
1434,5
1435,3
1436,6
1437,1
1438,4
1439,5
1440,3
1441,2
1442,3
1443,5
1444,5
1445,3
1446,5
1447,6
1448,4
1449,4
1450,8
1451,1
1452,1
1453,5
1454,6
1455,5
1456,6
1457,1
1458,6
1459,5
1460,3
1461,4
1462,5
1463,6
1464,7
1465,8
1466,8
1467,7
1468,2
1469,2
1470,4
1471,9
1472,8
1473,6
1474,3
1475,6
1476,6
1477,4
1478,7
1479,5
1480,8
1481,6
1482,2
1483,2
1484,6
1485,4
1486,3
1487,5
1488,1
1489,3
1490,5
1491,4
1492,3
1493,0
1494,0
1495,2
1496,4
1497,2
1498,0
1499,6
1500,7
1501,9
1502,2
1503,0
1504,0
1505,1
1506,5
1507,9
1508,6
1509,3
1510,8
1511,4
1512,9
1513,3
1514,3
1515,8
1516,8
1517,3
1518,8
1519,4
1520,5
1521,4
1522,7
1523,7
1524,7
1525,3
1526,3
1527,2
1528,7
1529,4
1530,6
1531,4
1532,2
1533,3
1534,3
1535,0
1536,9
1537,6
1538,5
1539,0
1540,6
1541,3
1542,7
1543,6
1544,8
1545,5
1546,3
1547,7
1548,7
1549,8
1550,5
1551,0
1552,9
1553,2
1554,5
1555,2
1556,0
1557,7
1558,3
1559,0
1560,0
1561,2
1562,7
1563,2
1564,6
1565,2
1566,6
1567,0
1568,5
1569,2
1570,8
1571,3
1572,9
1573,6
1574,0
1575,9
1576,9
1577,9
1578,1
1579,2
1580,0
1581,1
1582,0
1583,1
1584,4
1585,4
1586,1
1587,9
1588,0
1589,3
1590,2
1591,3
1592,6
1593,2
1594,0
1595,3
1596,0
1597,2
1598,3
1599,8
1600,3
1601,2
1602,6
1603,3
1604,8
1605,3
1606,6
1607,9
1608,6
1609,4
1610,5
1611,5
1612,0
1613,7
1614,7
1615,5
1616,3
1617,1
1618,0
1619,5
1620,7
1621,3
1622,5
1623,8
1624,9
1625,7
1626,1
1627,6
1628,7
1629,7
1630,6
1631,1
1632,6
1633,3
1634,6
1635,3
1636,1
1637,1
1638,1
1639,7
1640,3
1641,0
1642,1
1643,9
1644,2
1645,1
1646,0
1647,2
1648,8
1649,7
1650,2
1651,8
1652,2
1653,4
1654,4
1655,0
1656,1
1657,0
1658,3
1659,2
1660,2
1661,3
1662,0
1663,1
1664,5
1665,5
1666,5
1667,1
1668,8
1669,6
1670,8
1671,2
1672,1
1673,3
1674,0
1675,2
1676,7
1677,2
1678,1
1679,8
1680,1
1681,1
1682,0
1683,6
1684,1
1685,4
1686,8
1687,0
1688,1
1689,1
1690,8
1691,7
1692,1
1693,1
1694,6
1695,8
1696,6
1697,3
1698,0
1699,0
1700,2
1701,2
1702,9
1703,9
1704,6
1705,4
1706,9
1707,0
1708,1
1709,9
1710,8
1711,6
1712,6
1713,0
1714,3
1715,8
1716,4
1717,7
1718,7
1719,1
1720,7
1721,0
1722,1
1723,0
1724,0
1725,8
1726,6
1727,2
1728,6
1729,3
1730,4
1731,2
1732,8
1733,9
1734,2
1735,5
1736,7
1737,9
1738,8
1739,1
1740,7
1741,1
1742,2
1743,4
1744,8
1745,0
1746,5
1747,6
1748,3
1749,8
1750,8
1751,4
1752,2
1753,8
1754,9
1755,4
1756,2
1757,7
1758,4
1759,1
1760,7
1761,5
1762,3
1763,3
1764,2
1765,0
1766,3
1767,9
1768,4
1769,1
1770,4
1771,6
1772,1
1773,4
1774,0
1775,1
1776,6
1777,0
1778,6
1779,1
1780,8
1781,3
1782,9
1783,3
1784,0
1785,3
1786,1
1787,6
1788,0
1789,1
1790,7
1791,9
1792,1
1793,3
1794,8
1795,4
1796,1
1797,2
1798,7
1799,0
1800,0
1801,4
1802,8
1803,6
1804,1
1805,7
1806,1
1807,3
1808,6
1809,6
1810,3
1811,3
1812,5
1813,2
1814,7
1815,1
1816,8
1817,1
1818,2
1819,5
1820,5
1821,7
1822,6
1823,7
1824,5
1825,0
1826,0
1827,8
1828,7
1829,4
1830,8
1831,4
1832,9
1833,1
1834,0
1835,8
1836,6
1837,2
1838,5
1839,2
1840,3
1841,1
1842,8
1843,8
1844,9
1845,3
1846,1
1847,9
1848,6
1849,5
1850,1
1851,4
1852,1
1853,2
1854,1
1855,4
1856,6
1857,2
1858,4
1859,4
1860,1
1861,0
1862,1
1863,7
1864,0
1865,7
1866,2
1867,0
1868,1
1869,1
1870,0
1871,0
1872,7
1873,5
1874,2
1875,6
1876,1
1877,0
1878,7
1879,1
1880,0
1881,0
1882,9
1883,6
1884,4
1885,3
1886,6
1887,1
1888,8
1889,1
1890,1
1891,5
1892,4
1893,7
1894,8
1895,5
1896,3
1897,2
1898,9
1899,8
1900,9
1901,6
1902,9
1903,7
1904,2
1905,5
1906,9
1907,3
1908,5
1909,5
1910,8
1911,1
1912,5
1913,1
1914,4
1915,0
1916,9
1917,6
1918,0
1919,6
1920,9
1921,0
1922,9
1923,9
1924,9
1925,9
1926,4
1927,1
1928,4
1929,0
1930,5
1931,2
1932,8
1933,4
1934,3
1935,4
1936,7
1937,3
1938,1
1939,7
1940,5
1941,0
1942,8
1943,9
1944,0
1945,2
1946,0
1947,2
1948,2
1949,6
1950,0
1951,9
1952,6
1953,8
1954,1
1955,5
1956,2
1957,6
1958,6
1959,1
1960,4
1961,2
1962,7
1963,9
1964,6
1965,6
1966,2
1967,3
1968,4
1969,3
1970,0
1971,8
1972,6
1973,7
1974,2
1975,9
1976,3
1977,2
1978,9
1979,0
1980,1
1981,4
1982,3
1983,4
1984,1
1985,2
1986,8
1987,0
1988,5
1989,5
1990,5
1991,5
1992,5
1993,0
1994,6
1995,3
1996,6
1997,7
1998,3
1999,9
2000,8
2001,2
2002,3
2003,4
2004,6
2005,5
2006,1
2007,5
2008,7
2009,1
2010,5
2011,1
2012,7
2013,2
2014,4
2015,5
2016,9
2017,2
2018,2
2019,0
2020,6
2021,8
2022,7
2023,3
2024,0
2025,2
2026,0
2027,4
2028,0
2029,2
2030,2
2031,3
2032,2
2033,2
2034,1
2035,7
2036,0
2037,8
2038,0
2039,8
2040,1
2041,6
2042,8
2043,2
2044,6
2045,6
2046,0
2047,1
2048,8
2049,9
2050,2
2051,5
2052,7
2053,5
2054,7
2055,2
2056,2
2057,4
2058,7
2059,7
2060,0
2061,2
2062,0
2063,1
2064,3
2065,8
2066,0
2067,8
2068,0
2069,4
2070,0
2071,6
2072,8
2073,5
2074,4
2075,0
2076,1
2077,9
2078,7
2079,8
2080,8
2081,4
2082,5
2083,6
2084,6
2085,1
2086,0
2087,2
2088,8
2089,3
2090,5
2091,0
2092,8
2093,2
2094,0
2095,9
2096,5
2097,4
2098,3
2099,3
2100,7
2101,1
2102,1
2103,3
2104,9
2105,2
2106,7
2107,7
2108,8
2109,3
2110,1
2111,8
2112,4
2113,1
2114,7
2115,4
2116,7
2117,4
2118,1
2119,6
2120,4
2121,4
2122,7
2123,5
2124,0
2125,1
2126,1
2127,4
2128,1
2129,6
2130,3
2131,4
2132,6
2133,2
2134,7
2135,2
2136,8
2137,2
2138,7
2139,3
2140,1
2141,4
2142,3
2143,6
2144,6
2145,2
2146,3
2147,3
2148,7
2149,1
2150,6
2151,7
2152,4
2153,6
2154,4
2155,8
2156,5
2157,1
2158,2
2159,9
2160,7
2161,2
2162,4
2163,4
2164,7
2165,9
2166,5
2167,5
2168,7
2169,8
2170,1
2171,4
2172,8
2173,1
2174,8
2175,4
2176,2
2177,5
2178,7
2179,3
2180,2
2181,9
2182,9
2183,4
2184,0
2185,5
2186,3
2187,3
2188,6
2189,8
2190,6
2191,5
2192,7
2193,5
2194,9
2195,2
2196,8
2197,1
2198,8
2199,9
2200,1
2201,8
2202,8
2203,6
2204,7
2205,7
2206,9
2207,9
2208,1
2209,5
2210,7
2211,3
2212,0
2213,8
2214,2
2215,8
2216,6
2217,7
2218,0
2219,8
2220,6
2221,9
2222,7
2223,9
2224,9
2225,5
2226,7
2227,8
2228,6
2229,6
2230,8
2231,5
2232,3
2233,3
2234,0
2235,0
2236,8
2237,0
2238,7
2239,8
2240,7
2241,9
2242,8
2243,1
2244,4
2245,9
2246,4
2247,6
2248,4
2249,2
2250,7
2251,9
2252,2
2253,7
2254,2
2255,4
2256,4
2257,4
2258,8
2259,2
2260,9
2261,5
2262,6
2263,9
2264,4
2265,6
2266,8
2267,6
2268,6
2269,8
2270,4
2271,5
2272,7
2273,8
2274,1
2275,7
2276,6
2277,9
2278,0
2279,7
2280,6
2281,9
2282,3
2283,2
2284,2
2285,2
2286,9
2287,7
2288,5
2289,2
2290,3
2291,9
2292,5
2293,0
2294,8
2295,2
2296,8
2297,5
2298,2
2299,2
2300,2
2301,3
2302,3
2303,0
2304,4
2305,1
2306,9
2307,7
2308,2
2309,8
2310,4
2311,2
2312,6
2313,9
2314,3
2315,1
2316,9
2317,2
2318,7
2319,7
2320,5
2321,9
2322,3
2323,6
2324,0
2325,5
2326,5
2327,0
2328,1
2329,5
2330,1
2331,1
2332,5
2333,9
2334,1
2335,9
2336,3
2337,2
2338,1
2339,9
2340,7
2341,8
2342,4
2343,5
2344,0
2345,3
2346,9
2347,4
2348,9
2349,4
2350,1
2351,4
2352,4
2353,2
2354,2
2355,6
2356,2
2357,4
2358,5
2359,1
2360,3
2361,1
2362,3
2363,9
2364,3
2365,3
2366,4
2367,3
2368,7
2369,7
2370,2
2371,5
2372,2
2373,4
2374,0
2375,6
2376,0
2377,7
2378,5
2379,7
2380,4
2381,0
2382,0
2383,8
2384,4
2385,0
2386,6
2387,1
2388,6
2389,1
2390,7
2391,7
2392,1
2393,9
2394,8
2395,8
2396,4
2397,3
2398,9
2399,8
2400,8
2401,5
2402,1
2403,8
2404,9
2405,3
2406,0
2407,3
2408,2
2409,1
2410,1
2411,8
2412,4
2413,5
2414,8
2415,0
2416,5
2417,8
2418,6
2419,5
2420,2
2421,8
2422,5
2423,2
2424,8
2425,5
2426,5
2427,4
2428,4
2429,1
2430,5
2431,4
2432,6
2433,7
2434,4
2435,7
2436,3
2437,0
2438,2
2439,4
2440,1
2441,9
2442,8
2443,2
2444,3
2445,6
2446,4
2447,6
2448,8
2449,8
2450,2
2451,1
2452,7
2453,4
2454,7
2455,7
2456,5
2457,9
2458,8
2459,0
2460,4
2461,7
2462,0
2463,1
2464,1
2465,5
2466,4
2467,8
2468,7
2469,9
2470,6
2471,7
2472,0
2473,0
2474,4
2475,5
2476,3
2477,0
2478,8
2479,7
2480,7
2481,3
2482,2
2483,9
2484,7
2485,5
2486,3
2487,4
2488,3
2489,0
2490,7
2491,6
2492,1
2493,9
2494,2
2495,6
2496,1
2497,3
2498,6
2499,0
2500,8
2501,3
2502,7
2503,5
2504,0
2505,2
2506,8
2507,8
2508,6
2509,4
2510,9
2511,5
2512,9
2513,3
2514,0
2515,0
2516,5
2517,1
2518,8
2519,1
2520,2
2521,9
2522,1
2523,2
2524,3
2525,3
2526,3
2527,0
2528,1
2529,1
2530,3
2531,5
2532,8
2533,4
2534,3
2535,5
2536,4
2537,4
2538,9
2539,9
2540,0
2541,7
2542,0
2543,0
2544,5
2545,2
2546,7
2547,9
2548,5
2549,1
2550,9
2551,2
2552,3
2553,1
2554,7
2555,4
2556,5
2557,4
2558,3
2559,4
2560,7
2561,7
2562,7
2563,0
2564,0
2565,1
2566,9
2567,9
2568,7
2569,2
2570,4
2571,0
2572,7
2573,5
2574,5
2575,5
2576,2
2577,5
2578,5
2579,8
2580,6
2581,3
2582,5
2583,7
2584,4
2585,3
2586,6
2587,4
2588,2
2589,1
2590,5
2591,9
2592,8
2593,9
2594,4
2595,3
2596,3
2597,4
2598,2
2599,9
2600,0
2601,7
2602,6
2603,5
2604,8
2605,7
2606,3
2607,9
2608,7
2609,2
2610,0
2611,9
2612,1
2613,9
2614,4
2615,4
2616,6
2617,6
2618,3
2619,9
2620,4
2621,3
2622,4
2623,1
2624,0
2625,4
2626,3
2627,3
2628,9
2629,7
2630,9
2631,8
2632,2
2633,1
2634,4
2635,5
2636,4
2637,3
2638,9
2639,4
2640,0
2641,0
2642,0
2643,0
2644,7
2645,0
2646,3
2647,1
2648,4
2649,0
2650,8
2651,1
2652,0
2653,7
2654,9
2655,4
2656,9
2657,7
2658,9
2659,7
2660,3
2661,9
2662,6
2663,4
2664,6
2665,2
2666,9
2667,9
2668,9
2669,0
2670,9
2671,1
2672,2
2673,2
2674,0
2675,0
2676,2
2677,3
2678,3
2679,6
2680,6
2681,9
2682,0
2683,5
2684,1
2685,1
2686,8
2687,1
2688,0
2689,8
2690,2
2691,3
2692,8
2693,6
2694,5
2695,0
2696,2
2697,3
2698,6
2699,6
2700,5
2701,9
2702,0
2703,0
2704,5
2705,9
2706,8
2707,5
2708,4
2709,4
2710,7
2711,2
2712,5
2713,7
2714,0
2715,2
2716,0
2717,7
2718,9
2719,8
2720,7
2721,4
2722,0
2723,1
2724,7
2725,2
2726,6
2727,8
2728,7
2729,4
2730,7
2731,3
2732,0
2733,0
2734,7
2735,6
2736,1
2737,5
2738,1
2739,4
2740,4
2741,3
2742,3
2743,7
2744,4
2745,7
2746,2
2747,3
2748,1
2749,4
2750,4
2751,1
2752,4
2753,6
2754,6
2755,0
2756,6
2757,2
2758,7
2759,8
2760,4
2761,4
2762,9
2763,7
2764,7
2765,0
2766,0
2767,6
2768,8
2769,0
2770,4
2771,2
2772,9
2773,5
2774,5
2775,8
2776,2
2777,3
2778,9
2779,5
2780,8
2781,2
2782,4
2783,9
2784,1
2785,4
2786,3
2787,8
2788,0
2789,9
2790,0
2791,2
2792,7
2793,2
2794,2
2795,7
2796,7
2797,0
2798,7
2799,9
2800,9
2801,9
2802,9
2803,0
2804,8
2805,0
2806,4
2807,9
2808,4
2809,7
2810,3
2811,7
2812,9
2813,5
2814,8
2815,5
2816,5
2817,8
2818,1
2819,0
2820,1
2821,5
2822,8
2823,0
2824,5
2825,2
2826,2
2827,2
2828,4
2829,7
2830,1
2831,1
2832,1
2833,6
2834,9
2835,8
2836,9
2837,1
2838,2
2839,8
2840,7
2841,4
2842,3
2843,9
2844,3
2845,5
2846,4
2847,5
2848,8
2849,8
2850,5
2851,3
2852,5
2853,7
2854,9
2855,2
2856,5
2857,3
2858,1
2859,9
2860,6
2861,3
2862,5
2863,3
2864,3
2865,2
2866,7
2867,0
2868,5
2869,0
2870,4
2871,7
2872,1
2873,7
2874,7
2875,3
2876,8
2877,2
2878,9
2879,3
2880,6
2881,6
2882,6
2883,1
2884,4
2885,0
2886,7
2887,7
2888,4
2889,5
2890,5
2891,9
2892,9
2893,3
2894,5
2895,9
2896,1
2897,8
2898,1
2899,7
2900,7
2901,3
2902,3
2903,6
2904,1
2905,0
2906,6
2907,9
2908,1
2909,9
2910,4
2911,0
2912,2
2913,4
2914,0
2915,7
2916,8
2917,3
2918,1
2919,3
2920,4
2921,6
2922,8
2923,2
2924,9
2925,1
2926,5
2927,7
2928,5
2929,0
2930,7
2931,1
2932,1
2933,0
2934,0
2935,4
2936,0
2937,6
2938,2
2939,9
2940,2
2941,2
2942,6
2943,3
2944,6
2945,6
2946,8
2947,6
2948,6
2949,8
2950,7
2951,2
2952,5
2953,7
2954,1
2955,4
2956,6
2957,8
2958,5
2959,1
2960,0
2961,6
2962,8
2963,2
2964,8
2965,5
2966,4
2967,7
2968,5
2969,8
2970,9
2971,1
2972,6
2973,4
2974,2
2975,4
2976,2
2977,0
2978,2
2979,7
2980,0
2981,2
2982,7
2983,1
2984,2
2985,7
2986,0
2987,4
2988,0
2989,7
2990,0
2991,6
2992,3
2993,7
2994,4
2995,3
2996,1
2997,2
